"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
0,2017-10-14,"Auburn (AL)","Louisiana St.",23,27,0
1,2017-10-21,"Auburn (AL)","Arkansas",52,20,0
1,2017-11-04,"Auburn (AL)","Texas A&M",42,27,0
1,2017-11-11,"Auburn (AL)","Georgia",40,17,1
1,2017-11-18,"Auburn (AL)","Louisiana-Monroe",42,14,1
1,2017-11-25,"Auburn (AL)","Alabama",26,14,1
0,2017-12-02,"Auburn (AL)","Georgia",7,28,1
0,2017-01-01,"Auburn (AL)","Central Florida",27,34,1
1,2017-09-02,"Georgia","Appalachian State (NC)",31,10,1
1,2017-09-09,"Georgia","Notre Dame (IN)",20,19,0
1,2017-09-16,"Georgia","Samford (AL)",42,14,1
1,2017-09-23,"Georgia","Mississippi St.",31,3,1
1,2017-09-30,"Georgia","Tennessee",41,0,0
1,2017-10-07,"Georgia","Vanderbilt (TN)",45,14,0
1,2017-10-14,"Georgia","Missouri",53,28,1
1,2017-10-28,"Georgia","Florida",42,7,1
1,2017-11-04,"Georgia","South Carolina",24,10,1
0,2017-11-11,"Georgia","Auburn (AL)",17,40,0
1,2017-11-18,"Georgia","Kentucky",42,13,1
1,2017-11-25,"Georgia","Georgia Tech",38,7,0
1,2017-12-02,"Georgia","Auburn (AL)",28,7,1
1,2017-01-01,"Georgia","Oklahoma",54,48,1
0,2017-01-08,"Georgia","Alabama",23,26,1
0,2017-09-02,"Florida","Michigan",17,33,1
1,2017-09-16,"Florida","Tennessee",26,20,1
1,2017-09-23,"Florida","Kentucky",28,27,0
1,2017-09-30,"Florida","Vanderbilt (TN)",38,24,1
0,2017-10-07,"Florida","Louisiana St.",16,17,1
0,2017-10-14,"Florida","Texas A&M",17,19,1
0,2017-10-28,"Florida","Georgia",7,42,1
0,2017-11-04,"Florida","Missouri",16,45,0
0,2017-11-11,"Florida","South Carolina",20,28,0
1,2017-11-18,"Florida","Alabama-Birmingham",36,7,1
0,2017-11-25,"Florida","Florida St.",22,38,1
1,2017-09-02,"Louisiana St.","Brigham Young (UT)",27,0,1
1,2017-09-09,"Louisiana St.","Tennessee-Chattanooga",45,10,1
0,2017-09-16,"Louisiana St.","Mississippi St.",7,37,0
1,2017-09-23,"Louisiana St.","Syracuse (NY)",35,26,1
0,2017-09-30,"Louisiana St.","Troy (AL)",21,24,1
1,2017-10-07,"Louisiana St.","Florida",17,16,0
1,2017-10-14,"Louisiana St.","Auburn (AL)",27,23,1
1,2017-10-21,"Louisiana St.","Mississippi",40,24,0
0,2017-11-04,"Louisiana St.","Alabama",10,24,0
1,2017-11-11,"Louisiana St.","Arkansas",33,10,1
1,2017-11-18,"Louisiana St.","Tennessee",30,10,0
1,2017-11-25,"Louisiana St.","Texas A&M",45,21,1
0,2017-01-01,"Louisiana St.","Notre Dame (IN)",17,21,1
1,2017-09-02,"Kentucky","Southern Mississippi",24,17,0
1,2017-09-09,"Kentucky","Eastern Kentucky",27,16,1
1,2017-09-16,"Kentucky","South Carolina",23,13,0
0,2017-09-23,"Kentucky","Florida",27,28,1
1,2017-09-30,"Kentucky","Eastern Michigan",24,20,1
1,2017-10-07,"Kentucky","Missouri",40,34,1
0,2017-10-21,"Kentucky","Mississippi St.",7,45,0
1,2017-10-28,"Kentucky","Tennessee",29,26,1
0,2017-11-04,"Kentucky","Mississippi",34,37,1
1,2017-11-11,"Kentucky","Vanderbilt (TN)",44,21,0
0,2017-11-18,"Kentucky","Georgia",13,42,0
0,2017-11-25,"Kentucky","Louisville (KY)",17,44,1
0,2017-12-29,"Kentucky","Northwestern (IL)",23,24,1
1,2017-09-02,"Mississippi St.","Charleston Southern (SC)",49,0,1
1,2017-09-09,"Mississippi St.","Louisiana Tech",57,21,0
1,2017-09-16,"Mississippi St.","Louisiana St.",37,7,1
0,2017-09-23,"Mississippi St.","Georgia",3,31,0
0,2017-09-30,"Mississippi St.","Auburn (AL)",10,49,0
1,2017-10-14,"Mississippi St.","Brigham Young (UT)",35,10,1
1,2017-10-21,"Mississippi St.","Kentucky",45,7,1
1,2017-10-28,"Mississippi St.","Texas A&M",35,14,0
1,2017-11-04,"Mississippi St.","Massachusetts",34,23,1
0,2017-11-11,"Mississippi St.","Alabama",24,31,1
1,2017-11-18,"Mississippi St.","Arkansas",28,21,0
0,2017-11-23,"Mississippi St.","Mississippi",28,31,1
1,2017-12-30,"Mississippi St.","Louisville (KY)",31,27,1
0,2017-09-02,"Wyoming","Iowa",3,24,0
1,2017-09-09,"Wyoming","Gardner-Webb (NC)",27,0,1
0,2017-09-16,"Wyoming","Oregon",13,49,1
1,2017-09-23,"Wyoming","Hawaii",28,21,1
1,2017-09-30,"Wyoming","Texas St.",45,10,1
1,2017-10-14,"Wyoming","Utah St.",28,23,0
0,2017-10-21,"Wyoming","Boise St. (ID)",14,24,0
1,2017-10-28,"Wyoming","New Mexico",42,3,1
1,2017-11-04,"Wyoming","Colorado St.",16,13,1
1,2017-11-11,"Wyoming","Air Force (CO)",28,14,0
0,2017-11-18,"Wyoming","Fresno St. (CA)",7,13,1
0,2017-11-25,"Wyoming","San Jose St. (CA)",17,20,0
1,2017-12-22,"Wyoming","Central Michigan",37,14,1
1,2017-08-31,"Arkansas","Florida A&M",49,7,1
0,2017-09-09,"Arkansas","Texas Christian",7,28,1
0,2017-09-23,"Arkansas","Texas A&M",43,50,1
1,2017-09-30,"Arkansas","New Mexico St.",42,24,1
0,2017-10-07,"Arkansas","South Carolina",22,48,0
0,2017-10-14,"Arkansas","Alabama",9,41,0
0,2017-10-21,"Arkansas","Auburn (AL)",20,52,1
1,2017-10-28,"Arkansas","Mississippi",38,37,0
0,2017-11-11,"Arkansas","Louisiana St.",10,33,0
0,2017-11-18,"Arkansas","Mississippi St.",21,28,1
0,2017-11-24,"Arkansas","Missouri",45,48,1
1,2017-09-02,"Missouri","Missouri St.",72,43,1
0,2017-09-09,"Missouri","South Carolina",13,31,1
0,2017-09-16,"Missouri","Purdue (IN)",3,35,1
0,2017-09-23,"Missouri","Auburn (AL)",14,51,1
0,2017-10-07,"Missouri","Kentucky",34,40,0
0,2017-10-14,"Missouri","Georgia",28,53,0
1,2017-10-21,"Missouri","Idaho",68,21,1
1,2017-10-28,"Missouri","Connecticut",52,12,0
1,2017-11-04,"Missouri","Florida",45,16,1
1,2017-11-11,"Missouri","Tennessee",50,17,1
1,2017-11-18,"Missouri","Vanderbilt (TN)",45,17,0
1,2017-11-24,"Missouri","Arkansas",48,45,0
0,2017-12-27,"Missouri","Texas",16,33,1
1,2017-09-02,"Mississippi","South Alabama",47,27,1
1,2017-09-09,"Mississippi","Tennessee-Martin",45,23,1
0,2017-09-16,"Mississippi","California",16,27,0
0,2017-09-30,"Mississippi","Alabama",3,66,0
0,2017-10-07,"Mississippi","Auburn (AL)",23,44,0
1,2017-10-14,"Mississippi","Vanderbilt (TN)",57,35,1
0,2017-10-21,"Mississippi","Louisiana St.",24,40,1
0,2017-10-28,"Mississippi","Arkansas",37,38,1
1,2017-11-04,"Mississippi","Kentucky",37,34,0
0,2017-11-18,"Mississippi","Texas A&M",24,31,1
1,2017-11-23,"Mississippi","Mississippi St.",31,28,0
1,2017-09-04,"Tennessee","Georgia Tech",42,41,1
1,2017-09-09,"Tennessee","Indiana St.",42,7,1
0,2017-09-16,"Tennessee","Florida",20,26,0
1,2017-09-23,"Tennessee","Massachusetts",17,13,1
0,2017-09-30,"Tennessee","Georgia",0,41,1
0,2017-10-14,"Tennessee","South Carolina",9,15,1
0,2017-10-21,"Tennessee","Alabama",7,45,0
0,2017-10-28,"Tennessee","Kentucky",26,29,0
1,2017-11-04,"Tennessee","Southern Mississippi",24,10,1
0,2017-11-11,"Tennessee","Missouri",17,50,0
0,2017-11-18,"Tennessee","Louisiana St.",10,30,1
0,2017-11-25,"Tennessee","Vanderbilt (TN)",24,42,1
0,2017-09-03,"Texas A&M","UCLA",44,45,0
1,2017-09-09,"Texas A&M","Nicholls St. (LA)",24,14,1
1,2017-09-23,"Texas A&M","Arkansas",50,43,1
1,2017-09-30,"Texas A&M","South Carolina",24,17,1
0,2017-10-07,"Texas A&M","Alabama",19,27,1
1,2017-10-14,"Texas A&M","Florida",19,17,0
0,2017-10-28,"Texas A&M","Mississippi St.",14,35,1
0,2017-11-04,"Texas A&M","Auburn (AL)",27,42,1
1,2017-11-11,"Texas A&M","New Mexico",55,14,1
1,2017-11-18,"Texas A&M","Mississippi",31,24,0
0,2017-11-25,"Texas A&M","Louisiana St.",21,45,0
0,2017-12-29,"Texas A&M","Wake Forest (NC)",52,55,1
1,2017-09-02,"South Carolina","North Carolina St.",35,28,1
1,2017-09-09,"South Carolina","Missouri",31,13,0
